Models,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel
2023_Cadillac_XT6 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,25,21
2023_Chevrolet_BLAZER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,27,24
2023_Chevrolet_BLAZER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,26,21
2023_Chevrolet_EQUINOX AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,30,26
2023_Chevrolet_TRAILBLAZER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,30,28
2023_Dodge_Hornet AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,29,24
2023_FIAT_500X AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,30,26
2023_Ford_BRONCO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,21,20
2023_Ford_BRONCO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,21,20
2023_Ford_BRONCO 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,21,20
2023_Ford_BRONCO BADLANDS 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,17,17
2023_Ford_BRONCO BADLANDS 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,17,17
2023_Ford_BRONCO BADLANDS 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,17,17
2023_Ford_BRONCO BLACK DIAMOND 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,18,18
2023_Ford_BRONCO BLACK DIAMOND 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,18,17
2023_Ford_BRONCO BLACK DIAMOND 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,18,18
2023_Ford_BRONCO SASQUATCH 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,17,18
2023_Ford_BRONCO SASQUATCH 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,18,17
2023_Ford_BRONCO SASQUATCH 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,17,17
2023_Ford_BRONCO SPORT 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,28,26
2023_Ford_BRONCO SPORT 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,26,23
2023_Ford_EDGE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,23
2023_Ford_EDGE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,28,23
2023_Ford_EDGE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,25,21
2023_Ford_ESCAPE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,32,28
2023_Ford_ESCAPE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,31,26
2023_Ford_ESCAPE AWD HEV,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,42,36,39
2023_GENESIS_GV70 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,28,24
2023_GENESIS_GV70 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,26,22
2023_GENESIS_GV70 AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,24,21
2023_GMC_TERRAIN AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,28,26
2023_Honda_CR-V AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,32,29
2023_Honda_CR-V AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,40,34,37
2023_Honda_PASSPORT AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,24,21
2023_HYUNDAI MOTOR COMPANY_Kona AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,32,29
2023_HYUNDAI MOTOR COMPANY_Kona AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,33,30
2023_HYUNDAI MOTOR COMPANY_Palisade AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,25,21
2023_HYUNDAI MOTOR COMPANY_Santa Cruz AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,27,22
2023_HYUNDAI MOTOR COMPANY_Santa Cruz AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,25,23
2023_HYUNDAI MOTOR COMPANY_Santa Fe AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,24
2023_HYUNDAI MOTOR COMPANY_Santa Fe AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,25,24
2023_HYUNDAI MOTOR COMPANY_Santa Fe Hybrid,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,33,30,32
2023_HYUNDAI MOTOR COMPANY_Santa Fe Hybrid Blue,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,36,31,34
2023_HYUNDAI MOTOR COMPANY_Tucson AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,28,25
2023_HYUNDAI MOTOR COMPANY_Tucson Hybrid,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,37,36,37
2023_HYUNDAI MOTOR COMPANY_Tucson Hybrid Blue,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,38,38,38
2023_INFINITI_QX50 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,28,25
2023_INFINITI_QX55 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,28,25
2023_Jaguar_E-PACE,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,26,23
2023_Jaguar_F-PACE,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,27,24
2023_Jaguar_F-PACE P340 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,27,22
2023_Jaguar_F-PACE P400 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,26,22
2023_Jaguar_F-PACE SVR,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,21,17
2023_Jeep_Cherokee 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,29,24
2023_Jeep_Cherokee Trailhawk 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,26,22
2023_Jeep_Compass 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,32,27
2023_Jeep_Renegade 4x4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,29,26
2023_Jeep_Renegade Trailhawk 4x4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,27,24
2023_Jeep_Wrangler 2dr 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,24,23
2023_Jeep_Wrangler 2dr 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,23,20
2023_Jeep_Wrangler 2dr 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,24,21
2023_Jeep_Wrangler 2dr 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,25,20
2023_Jeep_Wrangler 4dr 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,24,22
2023_Jeep_Wrangler 4dr 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,23,20
2023_Jeep_Wrangler 4dr 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,24,21
2023_Jeep_Wrangler 4dr 4X4,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,23,19
2023_Jeep_Wrangler 4dr 4X4,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,17,14
2023_Jeep_Wrangler 4dr EcoDiesel 4x4,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,22,29,25
2023_Jeep_Wrangler Rubic 4dr EcoDiesel 4x4,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,26,23
2023_KIA_Seltos AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,30,27
2023_KIA_Seltos AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,31,29
2023_KIA_Sorento AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,27,24
2023_KIA_Sorento AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,25,24
2023_KIA_Sorento Hybrid AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,36,33,34
2023_KIA_Sportage AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,28,25
2023_KIA_Sportage Hybrid AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,38,38,38
2023_KIA_Sportage Hybrid FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,42,44,43
2023_KIA_Telluride AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,21
2023_Land Rover_Discovery Sport,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,23,20
2023_Land Rover_Range Rover Evoque,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,27,22
2023_Land Rover_Range Rover Evoque MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,26,23
2023_Land Rover_Range Rover Velar,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,26,23
2023_Land Rover_Range Rover Velar P340 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,26,22
2023_Land Rover_Range Rover Velar P400 MHEV,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,25,21
2023_LEXUS_NX 250 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,32,28
2023_LEXUS_NX 350 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,28,25
2023_LEXUS_NX 350h AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,41,37,39
2023_LEXUS_RX 350 AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,28,24
2023_LEXUS_RX 350h AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,37,34,36
2023_LEXUS_RX 500h AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,27,28,27
2023_Lincoln_CORSAIR AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,24
2023_Lincoln_NAUTILUS AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,25,22
2023_Lincoln_NAUTILUS AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,25,22
2023_Lincoln_NAUTILUS AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,25,21
2023_MASERATI_GRECALE GT,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,29,25
2023_MASERATI_GRECALE MODENA,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,22,29,25
2023_MASERATI_GRECALE TROFEO,Gasoline (Premium Unleaded Required),MPG,miles per gallon,18,25,20
2023_MAZDA_CX-30 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,30,25
2023_MAZDA_CX-30 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,33,29
2023_MAZDA_CX-5 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,27,24
2023_MAZDA_CX-5 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,30,26
2023_MAZDA_CX-9 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,26,23
2023_MAZDA_MAZDA CX-50 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,29,25
2023_MAZDA_MAZDA CX-50 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,30,27
2023_Mercedes-Benz_AMG GLC 43 4MATIC (coupe),Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,24,20
2023_Mercedes-Benz_GLA 250 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,32,26
2023_Mercedes-Benz_GLB 250 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,22,30,25
2023_Mercedes-Benz_GLC 300 4MATIC (Coupe),Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,26,22
2023_Mercedes-Benz_GLE 350,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,25,22
2023_Mercedes-Benz_GLE 350 4MATIC,Gasoline (Premium Unleaded Required),MPG,miles per gallon,20,24,21
2023_MITSUBISHI MOTORS_Outlander 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,24,30,26
2023_Mitsubishi Motors Corporation_ECLIPSE CROSS 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,26,25
2023_Mitsubishi Motors Corporation_ECLIPSE CROSS ES 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,28,26
2023_Mitsubishi Motors Corporation_Outlander Sport 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,29,26
2023_Mitsubishi Motors Corporation_Outlander Sport 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,28,25
2023_NISSAN_PATHFINDER 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,27,23
2023_NISSAN_PATHFINDER 4WD ROCK CREEK,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,20,23,21
2023_NISSAN_PATHFINDER 4WD SL/PLATINUM,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,25,22
2023_NISSAN_ROGUE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,35,31
2023_NISSAN_ROGUE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,35,31
2023_NISSAN_ROGUE AWD SL/PLATINUM,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,34,31
2023_NISSAN_ROGUE AWD SL/PLATINUM,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,34,31
2023_Porsche_Macan,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,25,21
2023_Porsche_Macan GTS,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,22,19
2023_Porsche_Macan S,Gasoline (Premium Unleaded Required),MPG,miles per gallon,17,23,19
2023_Porsche_Macan T,Gasoline (Premium Unleaded Required),MPG,miles per gallon,19,25,21
2023_Subaru_CROSSTREK AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,28,33,30
2023_Subaru_CROSSTREK AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,29,25
2023_Subaru_CROSSTREK AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,34,29
2023_Subaru_FORESTER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,33,29
2023_Subaru_FORESTER WILDERNESS AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,28,26
2023_Subaru_OUTBACK AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,29,25
2023_Subaru_OUTBACK AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,26,32,28
2023_Subaru_OUTBACK WILDERNESS AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,26,23
2023_TOYOTA_COROLLA CROSS AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,29,32,30
2023_TOYOTA_HIGHLANDER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,24
2023_TOYOTA_RAV4 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,33,29
2023_TOYOTA_RAV4 AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,33,28
2023_TOYOTA_RAV4 AWD LE,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,34,30
2023_TOYOTA_RAV4 AWD TRD OFFROAD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,32,28
2023_TOYOTA_RAV4 HYBRID AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,41,38,40
2023_TOYOTA_RAV4 HYBRID AWD WOODLAND EDITION,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,38,35,37
2023_TOYOTA_VENZA AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,40,37,39
2023_Volkswagen_Atlas 4Motion,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,24,22
2023_Volkswagen_Atlas 4Motion,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,23,20
2023_Volkswagen_Atlas Cross Sport 4Motion,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,24,22
2023_Volkswagen_Atlas Cross Sport 4Motion,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,20
2023_Volkswagen_Taos 4Motion,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,32,28
2023_Volkswagen_Tiguan 4Motion,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,29,25
2023_Volkswagen_Tiguan R-Line 4Motion,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,24
"2023_Volvo Cars of North America, LLC_XC40 B5 AWD",Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,30,26
"2023_Volvo Cars of North America, LLC_XC60 B5 AWD",Gasoline (Premium Unleaded Required),MPG,miles per gallon,23,29,25
"2023_Volvo Cars of North America, LLC_XC60 B6 AWD",Gasoline (Premium Unleaded Required),MPG,miles per gallon,21,27,23
2023_BMW_X5 sDrive40i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,26,23
2023_Buick_ENCLAVE FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,26,21
2023_Cadillac_ESCALADE 2WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,27,23
2023_Cadillac_ESCALADE 2WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,19,16
2023_Chevrolet_SUBURBAN 2WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,27,23
2023_Chevrolet_SUBURBAN 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,20,17
2023_Chevrolet_SUBURBAN 2WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,20,16
2023_Chevrolet_TAHOE 2WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,28,24
2023_Chevrolet_TAHOE 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,20,17
2023_Chevrolet_TAHOE 2WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,20,16
2023_Chevrolet_TRAVERSE FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,27,21
2023_Dodge_Durango RWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,26,21
2023_Dodge_Durango RWD,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,14,22,17
2023_Ford_EXPEDITION 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,23,19
2023_Ford_EXPEDITION 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,23,19
2023_Ford_EXPLORER HEV RWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,27,28,27
2023_Ford_EXPLORER PLATINUM HEV RWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,25,26,26
2023_Ford_EXPLORER RWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,28,23
2023_Ford_EXPLORER RWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,28,24
2023_Ford_EXPLORER RWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,26,21
2023_Ford_EXPLORER RWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,25,20
2023_GMC_ACADIA FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,22,29,25
2023_GMC_ACADIA FWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,27,22
2023_GMC_YUKON 2WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,27,23
2023_GMC_YUKON 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,20,17
2023_GMC_YUKON 2WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,20,16
2023_GMC_YUKON XL 2WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,21,27,23
2023_GMC_YUKON XL 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,20,17
2023_GMC_YUKON XL 2WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,19,16
2023_INFINITI_QX60 FWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,26,23
2023_INFINITI_QX80 2WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,20,16
2023_Jeep_Grand Cherokee L 4X2,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,19,26,21
2023_Jeep_Wagoneer 4x2,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,24,20
2023_Jeep_Wagoneer 4x2,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,16,22,18
2023_Jeep_Wagoneer L 4x2,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,24,20
2023_Lincoln_AVIATOR RWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,26,21
2023_Lincoln_NAVIGATOR 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,23,19
2023_Lincoln_NAVIGATOR 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,23,19
2023_NISSAN_ARMADA 2WD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,19,16
2023_TOYOTA_4RUNNER 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,19,17
2023_TOYOTA_SEQUOIA 2WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,21,24,22
2023_Acura_MDX AWD Type-S,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,17,21,19
2023_Aston Martin Lagonda Ltd_DBX 707,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,15,20,17
2023_Aston Martin Lagonda Ltd_DBX V8,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,20,16
2023_Audi_Q7,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,19,25,21
2023_Audi_Q7,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,22,20
2023_Audi_Q8,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,18,23,20
2023_Audi_RS Q8,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,20,16
2023_Audi_SQ7,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,20,17
2023_Audi_SQ8,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,20,17
2023_Bentley_Bentayga,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,21,17
2023_Bentley_Bentayga EWB,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,14,21,17
2023_Bentley_Bentayga Speed,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,19,14
2023_BMW_ALPINA XB7,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,20,17
2023_BMW_X5 M,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,18,15
2023_BMW_X5 M Competition,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,18,15
2023_BMW_X5 M50i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,22,18
2023_BMW_X5 xDrive40i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,25,23
2023_BMW_X6 M,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,18,15
2023_BMW_X6 M Competition,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,18,15
2023_BMW_X6 M50i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,22,18
2023_BMW_X6 xDrive40i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,25,23
2023_BMW_X7 M60i xDrive,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,16,21,18
2023_BMW_X7 xDrive40i,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,21,25,22
2023_Buick_ENCLAVE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,25,20
2023_Cadillac_ESCALADE 4WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,20,26,22
2023_Cadillac_ESCALADE 4WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,18,16
2023_Cadillac_ESCALADE V AWD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,11,16,13
2023_Chevrolet_SUBURBAN 4WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,20,26,22
2023_Chevrolet_SUBURBAN 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,16
2023_Chevrolet_SUBURBAN 4WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,18,16
2023_Chevrolet_TAHOE 4WD,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,miles per gallon,20,26,22
2023_Chevrolet_TAHOE 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,14,18,16
2023_Chevrolet_TAHOE 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,20,17
2023_Chevrolet_TAHOE 4WD,Gasoline (Premium Unleaded Required),MPG,miles per gallon,14,18,16
2023_Chevrolet_TRAVERSE AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,25,20
2023_Dodge_Durango AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,25,21
2023_Dodge_Durango AWD,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,14,22,17
2023_Dodge_Durango SRT AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,12,17,13
2023_Dodge_Durango SRT AWD,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,13,19,15
2023_Ford_BRONCO RAPTOR 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,16,15
2023_Ford_EXPEDITION 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,22,18
2023_Ford_EXPEDITION 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,21,18
2023_Ford_EXPEDITION TIMBERLINE 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,16,19,17
2023_Ford_EXPEDITION TIMBERLINE 4WD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,15,19,17
2023_Ford_EXPLORER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,26,22
2023_Ford_EXPLORER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,20,27,23
2023_Ford_EXPLORER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,20
2023_Ford_EXPLORER AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,18,24,20
2023_Ford_EXPLORER FFV AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,17,25,20
2023_Ford_EXPLORER HEV AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,26,25
2023_Ford_EXPLORER PLATINUM HEV AWD,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,23,24,23
